company_id,company_name,inn,ogrn_year,region,okved_code,okved_section,founder_id,address_hash
C0420,ООО «Восточный-Корп-420»,656616450,2023,Тамбовская обл.,46.9,Оптовая торговля,FND-36442,77340c2e00e9
C0421,ООО «Альфа-Сервис-421»,8609086705,2021,Курская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-52294,51594de14eeb
C0422,АО «Промт-Маркет-422»,2314334086,2021,Вологодская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-15759,4da04049a062
C0423,ООО «Союз-Пром-423»,7952036397,2022,Саратовская обл.,62.02,IT-консалтинг,FND-53522,efd7e9ed0e5e
C0424,ООО «Атлас-Трейд-424»,6536259268,2022,Пензенская обл.,70.22,Управленческий консалтинг,FND-40984,cf866614b6b1
C0425,АО «Монолит-Маркет-425»,1209597326,2020,Свердловская обл.,10.71,Производство хлебобулочных изделий,FND-78271,3f78fa1cdb0e
C0426,АО «Строй-Маркет-426»,5962676334,2023,Республика Крым,47.11,Розничная торговля,FND-18469,7d5430cf85f7
C0427,ООО «Вектор-Групп-427»,1572544114,2015,Республика Ингушетия,46.9,Оптовая торговля,FND-42632,77d2afcb31f6
C0428,ООО «Гранит-Инвест-428»,3446419474,2022,Самарская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-49351,95a0810a93a8
C0429,АО «Восточный-Холдинг-429»,3601411057,2022,Сахалинская обл.,43.21,Электромонтажные работы,FND-63025,83a100ec3c2c
C0430,АО «Омега-Групп-430»,3514297546,2023,Республика Крым,56.1,Рестораны и кафе,FND-95315,ec20019911a7
C0431,ПАО «Союз-Инжиниринг-431»,616912561,2020,Пермский край,52.29,Транспортная логистика,FND-43730,3487596cf54c
C0432,АО «Прогресс-Инвест-432»,2396334870,2018,Еврейская АО,10.71,Производство хлебобулочных изделий,FND-85053,bee3d07327a2
C0433,ПАО «Монолит-Трейд-433»,9800656713,2021,Саратовская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-35954,cc225865b743
C0434,ООО «Трейд-Трейд-434»,7819849160,2023,Республика Крым,68.2,Аренда недвижимости,FND-59509,d79c6256b9bd
C0435,АО «Мастер-Ко-435»,1070590506,2022,Калужская обл.,47.11,Розничная торговля,FND-73691,b05851605ad0
C0436,АО «Инвест-Маркет-436»,9630331467,2020,Саратовская обл.,55.1,Гостиницы,FND-13365,ddbc86dc4b2f
C0437,АО «Восточный-Торг-437»,6856069368,2018,Курская обл.,62.01,Разработка ПО,FND-98857,b05b57f6add8
C0438,АО «Южный-Логистик-438»,9897211558,2012,Республика Карелия,56.1,Рестораны и кафе,FND-14160,2cd4e8a2ce08
C0439,АО «Прогресс-Логистик-439»,9452196190,2023,Курская обл.,62.02,IT-консалтинг,FND-60264,28659414dab9
C0440,ПАО «Вектор-Пром-440»,6473259039,2012,Тамбовская обл.,1.11,Выращивание зерновых,FND-95710,d26b10ca0de4
C0441,АО «Сигма-Групп-441»,797138950,2012,Республика Татарстан,52.29,Транспортная логистика,FND-87340,e551d3ddbf87
C0442,ПАО «Финанс-Плюс-442»,5623541984,2020,Орловская обл.,55.1,Гостиницы,FND-29323,d16a974d4d6d
C0443,ПАО «Союз-Групп-443»,2856229081,2019,Хабаровский край,46.9,Оптовая торговля,FND-39500,5ec91aac30ea
C0444,ПАО «Прогресс-Трейд-444»,5369735261,2019,Иркутская обл.,2.4,Лесозаготовка,FND-61612,d88518acbcc3
C0445,ПАО «Монолит-Логистик-445»,6544828163,2008,Карачаево-Черкесская Республика,20.16,Производство пластмасс,FND-23362,020bf2c45e7b
C0446,ООО «Промт-Сервис-446»,9109659640,2015,Ярославская обл.,55.1,Гостиницы,FND-61989,00482b9bed15
C0447,ПАО «Финанс-Инжиниринг-447»,6786263104,2021,Амурская обл.,43.21,Электромонтажные работы,FND-39482,8bf1211fd4b7
C0448,ПАО «Прогресс-Инвест-448»,4645009718,2012,Московская обл.,1.11,Выращивание зерновых,FND-61615,81d7118d88d5
C0449,ПАО «Инвест-Ко-449»,6726186043,2023,Свердловская обл.,1.11,Выращивание зерновых,FND-26884,6ba0bf4c0fe3
C0450,ООО «Промт-Пром-450»,2919620992,2008,Курганская обл.,10.71,Производство хлебобулочных изделий,FND-68316,47810f956e3d
C0451,ПАО «Ресурс-Пром-451»,2082128962,2020,Ивановская обл.,70.22,Управленческий консалтинг,FND-46358,c6335734dbc0
C0452,АО «Техно-Плюс-452»,4024650796,2019,Приморский край,10.71,Производство хлебобулочных изделий,FND-58777,04f2a4140112
C0453,АО «Финанс-Инвест-453»,3922564309,2015,Калужская обл.,86.21,Частная медицина,FND-29179,a18630ab1c3b
C0454,АО «Промт-Ко-454»,9173845785,2018,Республика Ингушетия,56.1,Рестораны и кафе,FND-22984,61b4a64be663
C0455,ПАО «Бизнес-Инвест-455»,4105113707,2023,Вологодская обл.,43.21,Электромонтажные работы,FND-42651,45b4f8abe6c1
C0456,АО «Металл-Холдинг-456»,2498838943,2020,Челябинская обл.,43.21,Электромонтажные работы,FND-93188,d282ef263719
C0457,ООО «Партнёр-Холдинг-457»,5489457459,2008,Курганская обл.,10.71,Производство хлебобулочных изделий,FND-26343,16bda725ae44
C0458,ПАО «Гранит-Маркет-458»,9699960419,2023,Республика Хакасия,47.11,Розничная торговля,FND-39500,85690f81aadc
C0459,АО «Кристалл-Инвест-459»,1936888242,2008,Москва,41.2,Строительство зданий,FND-92729,827d73770aaf
C0460,АО «Бизнес-Логистик-460»,42137404,2008,Ханты-Мансийский АО,2.4,Лесозаготовка,FND-21107,1fb36c4ccf88
C0461,ООО «Вектор-Ко-461»,6232418148,2022,Алтайский край,55.1,Гостиницы,FND-28333,49856ed476ad
C0462,ООО «Трейд-Холдинг-462»,379114624,2018,Чувашская Республика,69.2,Аудит и бухгалтерия,FND-74955,d3a7f48c12e6
C0463,ООО «Промт-Групп-463»,7130608450,2021,Камчатский край,56.1,Рестораны и кафе,FND-47940,9d8df73a3cfb
C0464,ООО «Строй-Холдинг-464»,7892817875,2023,Оренбургская обл.,52.29,Транспортная логистика,FND-34729,219ece62fae8
C0465,ООО «Логист-Маркет-465»,9460043623,2021,Камчатский край,52.29,Транспортная логистика,FND-18041,066d47ae0c1f
C0466,АО «Гранит-Корп-466»,4300072491,2023,Республика Крым,62.02,IT-консалтинг,FND-43064,b0285cbf334b
C0467,ПАО «Ресурс-Ко-467»,8373753623,2008,Республика Башкортостан,25.11,Производство металлоконструкций,FND-27102,5b9373fc1691
C0468,ООО «Сигма-Пром-468»,6347511478,2022,Севастополь,49.41,Грузоперевозки автомобильным транспортом,FND-55526,077fd57e57aa
C0469,АО «Южный-Пром-469»,9505610576,2023,Республика Крым,25.11,Производство металлоконструкций,FND-74884,7ab6acc5bbf2
C0470,АО «Ресурс-Ко-470»,3620550955,2023,Республика Хакасия,43.21,Электромонтажные работы,FND-43925,e32c51ad3972
C0471,ООО «Омега-Пром-471»,2018927628,2015,Курганская обл.,62.01,Разработка ПО,FND-25228,37693cfc7480
C0472,ООО «Союз-Пром-472»,2182960372,2020,Тверская обл.,86.21,Частная медицина,FND-12049,070c425fd005
C0473,ПАО «Логист-Инжиниринг-473»,6582258712,2021,Мурманская обл.,25.11,Производство металлоконструкций,FND-58318,cbf8710b43df
C0474,ООО «Трейд-Торг-474»,4760113600,2015,Калининградская обл.,1.11,Выращивание зерновых,FND-69640,972cda1e62b7
C0475,ПАО «Промт-Инвест-475»,3108917295,2008,Санкт-Петербург,41.2,Строительство зданий,FND-23938,24357dd085d2
C0476,ПАО «Восточный-Плюс-476»,3425250051,2022,Смоленская обл.,10.71,Производство хлебобулочных изделий,FND-28590,98f137082101
C0477,АО «Техно-Холдинг-477»,2838811119,2015,Ивановская обл.,52.29,Транспортная логистика,FND-19999,92dfa194391a
C0478,АО «Металл-Сервис-478»,5616383196,2015,Тульская обл.,46.9,Оптовая торговля,FND-20009,19ca14e7ea63
C0479,АО «Вектор-Инвест-479»,4798147131,2015,Томская обл.,41.2,Строительство зданий,FND-56217,067ee197a2aa
C0480,ООО «Финанс-Инжиниринг-480»,9355452075,2020,Ульяновская обл.,55.1,Гостиницы,FND-21436,31c0b36aef26
C0481,ООО «Промт-Трейд-481»,9387148594,2022,Хабаровский край,47.11,Розничная торговля,FND-39437,23ce1851341e
C0482,ПАО «Южный-Сервис-482»,154511120,2008,Смоленская обл.,41.2,Строительство зданий,FND-29623,5848ad959570
C0483,АО «Южный-Корп-483»,3762180750,2019,Республика Саха (Якутия),2.4,Лесозаготовка,FND-99116,3423c8199b1e
C0484,АО «Союз-Маркет-484»,4195912621,2023,Севастополь,62.01,Разработка ПО,FND-89309,0ce2ffd21fc9
C0485,АО «Прогресс-Трейд-485»,8611068025,2021,Нижегородская обл.,1.11,Выращивание зерновых,FND-37775,fac7fead96da
C0486,ООО «Логист-Групп-486»,9557039032,2008,Астраханская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-75564,68a9750337a4
C0487,АО «Южный-Корп-487»,5570748016,2012,Самарская обл.,69.2,Аудит и бухгалтерия,FND-92044,aa486f25175c
C0488,ПАО «Прогресс-Пром-488»,5769373384,2015,Томская обл.,49.41,Грузоперевозки автомобильным транспортом,FND-41340,73640de25b7d
C0489,ООО «Финанс-Трейд-489»,1859700391,2022,Владимирская обл.,10.71,Производство хлебобулочных изделий,FND-85564,e769e03a9d32
C0490,АО «Кристалл-Холдинг-490»,7499943246,2022,Волгоградская обл.,43.21,Электромонтажные работы,FND-67780,37d7902cb2d3
C0491,ПАО «Восточный-Холдинг-491»,8909076511,2021,Тамбовская обл.,70.22,Управленческий консалтинг,FND-30736,dcf3219715a7
C0492,ПАО «Сигма-Сервис-492»,4694079971,2022,Брянская обл.,52.29,Транспортная логистика,FND-18450,fa7518562603
C0493,ООО «Логист-Логистик-493»,146306393,2022,Мурманская обл.,1.11,Выращивание зерновых,FND-43730,7535bbb91c8f
C0494,ООО «Вектор-Групп-494»,2084428108,2015,Республика Саха (Якутия),55.1,Гостиницы,FND-54829,d91caca74114
C0495,ПАО «Финанс-Плюс-495»,9495858175,2023,Тюменская обл.,55.1,Гостиницы,FND-52432,c8d12113e225
C0496,ООО «Финанс-Инжиниринг-496»,4504814902,2020,Приморский край,41.2,Строительство зданий,FND-65073,9c58da3f0418
C0497,ООО «Мастер-Торг-497»,9333381494,2018,Ивановская обл.,56.1,Рестораны и кафе,FND-56165,cf79ae6addba
C0498,АО «Гранит-Плюс-498»,5142666799,2022,Красноярский край,25.11,Производство металлоконструкций,FND-21484,15231a7ce4ba
C0499,АО «Партнёр-Ко-499»,6565868275,2012,Пермский край,86.21,Частная медицина,FND-35632,be315e7f05e9
C0500,ООО «Гранит-Ко-500»,2282874294,2021,Санкт-Петербург,68.2,Аренда недвижимости,FND-13440,84b20b1f5a0d
